Ticker,AAPL,ABBV,ADBE,AMZN,AVGO,BAC,BRK-B,COST,CRM,CSCO,CVX,GOOGL,HD,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,NVDA,PEP,PFE,PG,TSLA,UNH,V,WMT,XOM
CVX,0.24567468146306176,0.1717362139198474,0.128616004738144,0.180150424710172,0.15197091568693954,0.4201041621453122,0.4351623997748757,0.13915574155010912,0.15901663887104536,0.2747186698312419,1.0,0.1680076624943088,0.20900375653578318,0.1479240974672758,0.38920983912407264,0.17488670375618096,0.07746393133277375,0.2600263255207366,0.1273836764554267,0.16730711146277544,0.13531314684772033,0.14594008823877916,0.14674235274570122,0.18209217239076056,0.07227748187545949,0.13523160920490507,0.12330703757076399,0.24082548730822356,0.14180516112185193,0.8529740966503977
GOOGL,0.5775678481092712,0.06155629574685937,0.49475111437415564,0.6189856207971651,0.45471680887379445,0.3152357332235042,0.3300529235510172,0.3527528570221945,0.4560075724699382,0.3899881241916881,0.1680076624943088,1.0,0.322705613834027,0.059748852454363045,0.3184789686445811,0.12719277931489942,0.15959147487325384,0.4112367155686284,0.5594605936207265,0.05731924774321652,0.6173302851265519,0.5247007385348272,0.11432780480169556,0.1081104698707963,0.10323743412676781,0.4134863481748926,0.10944757102177637,0.3804919331444181,0.18602473688699642,0.1030937518003089
HD,0.43411367136657525,0.19937519934137932,0.4086404120950465,0.40077359817985925,0.30890312581602447,0.3914208608874537,0.44388431934648664,0.4907893458203504,0.34607401689250084,0.3791623606693348,0.20900375653578318,0.322705613834027,1.0,0.24968715239778783,0.3578572628034529,0.326368806714126,0.20714196108036714,0.43287101485977325,0.3342751003415316,0.14245544346808225,0.38666801489465985,0.3078176267107034,0.32083652384582634,0.22433660103269357,0.32847989898709185,0.2709841642369808,0.19044912306069356,0.4004920105866576,0.3508022905540727,0.1660226629479431
JNJ,0.14970384794258096,0.4284026554904803,0.058231225493168594,0.0004932706363666733,-0.058599671253422685,0.16251738227362078,0.37994499027926815,0.20737499232267922,0.03144264181897369,0.2047153021214388,0.1479240974672758,0.059748852454363045,0.24968715239778783,1.0,0.1890398631679956,0.451802451362146,0.2774440512842828,0.21560020130958812,0.0024650798967979035,0.41303170774203724,0.05740335011531654,-0.09761205202658939,0.4500394381770592,0.42394924943025825,0.4473491532272591,-0.027432814683186136,0.21983926825805586,0.23246366180102737,0.24138472755222018,0.12789595324496184
JPM,0.35946425819341354,0.20597082693633223,0.26359770920794034,0.34969424039624347,0.310381560845979,0.8099530099743752,0.6368684798718072,0.2729790583295059,0.3099972177393204,0.41869050374448913,0.38920983912407264,0.3184789686445811,0.3578572628034529,0.1890398631679956,1.0,0.22292261775304525,0.1568136668118554,0.49053441599235625,0.29641915203283353,0.15473243245069976,0.3123769944678603,0.3163448503656865,0.1471169540737939,0.19579979248635968,0.1676516042657667,0.3108914330487552,0.17149081943616995,0.49445856727283066,0.21516713414239794,0.3421719106690377
KO,0.2644342555746895,0.34669508503901864,0.16672053265002282,0.08990908555885349,0.010292598210293482,0.21615050869705787,0.44561935834476174,0.3808726565528504,0.12105251032620838,0.3159297384555306,0.17488670375618096,0.12719277931489942,0.326368806714126,0.451802451362146,0.22292261775304525,1.0,0.17921542756401646,0.3463866288127495,0.060937273614920635,0.30079278762857015,0.1745810613771098,-0.0009693564884722838,0.6885761145749963,0.2782579770457372,0.6356417971658671,0.015908062645659832,0.19302290347088172,0.3300617055113517,0.3519645742119824,0.18161842543700693
LLY,0.19478787207941928,0.289025901746355,0.1868431501620453,0.15813007273608135,0.14787464570355427,0.10954884609441766,0.24730564688494208,0.2504684570472482,0.18089274143880443,0.16776510645415105,0.07746393133277375,0.15959147487325384,0.20714196108036714,0.2774440512842828,0.1568136668118554,0.17921542756401646,1.0,0.21169613380624724,0.17145104921107115,0.34570772293048335,0.20052842695151069,0.18063434608608506,0.17421879637955764,0.27507102036972236,0.240615476693047,0.09729788568665905,0.12270017781634443,0.2105895966242747,0.19163251105360543,0.06787240038405473
MA,0.5128869847037355,0.22382489238153488,0.4556133302063241,0.4356630752972965,0.3285211350314915,0.45306753721061294,0.5554640445518308,0.3972297726436922,0.43786900388657274,0.41668989419418173,0.2600263255207366,0.4112367155686284,0.43287101485977325,0.21560020130958812,0.49053441599235625,0.3463866288127495,0.21169613380624724,1.0,0.40212172273856145,0.18403665635080668,0.46110646104318925,0.3694887408275943,0.27259427604247705,0.2024803972700079,0.30930215972298847,0.296484729729605,0.1978056433971648,0.8800006462954103,0.2547535663550553,0.2544205638212163
META,0.4778995159702746,0.035055850734528916,0.4577532150851684,0.5945409999942814,0.41676803651565936,0.2985793786307269,0.2854756103352961,0.34798207614775484,0.4449388615336022,0.31619072497739886,0.1273836764554267,0.5594605936207265,0.3342751003415316,0.0024650798967979035,0.29641915203283353,0.060937273614920635,0.17145104921107115,0.40212172273856145,1.0,0.04832292134431841,0.5587008102314126,0.49613487757860353,0.06839909904890158,0.09322054438964125,0.08901044535689927,0.34381230932391293,0.030171515984511555,0.35817436172502076,0.1746936851220056,0.07352500820570525
MRK,0.15473062609640295,0.39712097550165587,0.03135018790819117,0.03705680700763707,0.006131204961629151,0.14203052862054924,0.27276644995209204,0.12034180739864017,0.05286266655026359,0.14056856841344192,0.16730711146277544,0.05731924774321652,0.14245544346808225,0.41303170774203724,0.15473243245069976,0.30079278762857015,0.34570772293048335,0.18403665635080668,0.04832292134431841,1.0,0.05315761838971811,-0.01735722117531707,0.3421937197349651,0.37503900238331,0.3452813876408266,-0.001211111420714083,0.19332441634025468,0.19487142357127163,0.14488791300354248,0.1547554218023921
MSFT,0.6048976127243789,0.10167911134755875,0.5903547274150625,0.6397789442841332,0.5024961862336532,0.29575553062737797,0.34841560814172823,0.44935574730763256,0.5624568362669682,0.4268778397122784,0.13531314684772033,0.6173302851265519,0.38666801489465985,0.05740335011531654,0.3123769944678603,0.1745810613771098,0.20052842695151069,0.46110646104318925,0.5587008102314126,0.05315761838971811,1.0,0.6168321625159,0.1658965350273201,0.1374269100090727,0.16802196656913204,0.41511616410263746,0.1273811117869836,0.4327363036044088,0.22631674313746802,0.07279819583913535
NVDA,0.5121035475315816,0.02895919509006401,0.49770874089374095,0.5494734951745033,0.6453503812486941,0.27812892809567696,0.24038285554850067,0.36670143629734603,0.4788179492979196,0.3650359569358755,0.14594008823877916,0.5247007385348272,0.3078176267107034,-0.09761205202658939,0.3163448503656865,-0.0009693564884722838,0.18063434608608506,0.3694887408275943,0.49613487757860353,-0.01735722117531707,0.6168321625159,1.0,0.01108076812420318,0.0332779953817052,-0.0033234992851418122,0.47130612626637974,0.05983145458294457,0.34794826354793257,0.11705193731081186,0.08323435164632352
PEP,0.2776752750672708,0.3291380225105565,0.17547982663862777,0.08730556006255721,0.02407903414445791,0.14942895065867726,0.35839165720122407,0.340461771873779,0.13147742780334937,0.29562554768600957,0.14674235274570122,0.11432780480169556,0.32083652384582634,0.4500394381770592,0.1471169540737939,0.6885761145749963,0.17421879637955764,0.27259427604247705,0.06839909904890158,0.3421937197349651,0.1658965350273201,0.01108076812420318,1.0,0.2901822946898474,0.6104701800393086,0.049113081148322385,0.1943463440704508,0.2653856910367848,0.3302259659226313,0.14739066668050838
PFE,0.1969426544412824,0.3943765707880253,0.1151473637238651,0.10049656970378856,0.06581738559093349,0.18964978763898235,0.31060487952296356,0.1525401172790652,0.0904301383727653,0.23907379745801577,0.18209217239076056,0.1081104698707963,0.22433660103269357,0.42394924943025825,0.19579979248635968,0.2782579770457372,0.27507102036972236,0.2024803972700079,0.09322054438964125,0.37503900238331,0.1374269100090727,0.0332779953817052,0.2901822946898474,1.0,0.2585123690946537,0.05008537317601018,0.17072542386644815,0.22246420729919877,0.13543697059154564,0.14408769628330625
PG,0.24453027496549026,0.3396996733462605,0.1582800385306458,0.06976461234226862,0.007748190377466606,0.1700768145552931,0.3706413605306576,0.3788194545544451,0.10425576507544947,0.25835776558385487,0.07227748187545949,0.10323743412676781,0.32847989898709185,0.4473491532272591,0.1676516042657667,0.6356417971658671,0.240615476693047,0.30930215972298847,0.08901044535689927,0.3452813876408266,0.16802196656913204,-0.0033234992851418122,0.6104701800393086,0.2585123690946537,1.0,0.017396710611984927,0.2162366676272288,0.30622292346360386,0.36535058533253373,0.0828024671909734
TSLA,0.48821613947749654,0.005881456417514667,0.3457227114505333,0.44346710639427867,0.42438503921459886,0.3072919409232639,0.24307892345033733,0.3332106937718877,0.3714045742430756,0.2556316751859849,0.13523160920490507,0.4134863481748926,0.2709841642369808,-0.027432814683186136,0.3108914330487552,0.015908062645659832,0.09729788568665905,0.296484729729605,0.34381230932391293,-0.001211111420714083,0.41511616410263746,0.47130612626637974,0.049113081148322385,0.05008537317601018,0.017396710611984927,1.0,0.07214621095643571,0.3000339380134428,0.17139624845621615,0.08809231447739042
UNH,0.1217318905471799,0.18262408188068663,0.1389010960666577,0.07602061868960708,0.04132517557703677,0.16000870248938642,0.25370520658481605,0.18712275071261744,0.1437427628445064,0.12549964043197773,0.12330703757076399,0.10944757102177637,0.19044912306069356,0.21983926825805586,0.17149081943616995,0.19302290347088172,0.12270017781634443,0.1978056433971648,0.030171515984511555,0.19332441634025468,0.1273811117869836,0.05983145458294457,0.1943463440704508,0.17072542386644815,0.2162366676272288,0.07214621095643571,1.0,0.21724854104946711,0.14895576646114592,0.09560951418090828
V,0.4894626272933142,0.24085097920520587,0.44060111522033873,0.39789622967131144,0.3052365107285368,0.4560903054606189,0.5458122849285723,0.3833027241945206,0.4093312914759944,0.4002786447638521,0.24082548730822356,0.3804919331444181,0.4004920105866576,0.23246366180102737,0.49445856727283066,0.3300617055113517,0.2105895966242747,0.8800006462954103,0.35817436172502076,0.19487142357127163,0.4327363036044088,0.34794826354793257,0.2653856910367848,0.22246420729919877,0.30622292346360386,0.3000339380134428,0.21724854104946711,1.0,0.24001706223366165,0.23808875927614367
WMT,0.2799343831461072,0.20482696454757598,0.17676804498424692,0.22619999781816696,0.14022910673195293,0.22067346983678374,0.3299482803167128,0.5587781995062154,0.15714724081507409,0.28854635145476343,0.14180516112185193,0.18602473688699642,0.3508022905540727,0.24138472755222018,0.21516713414239794,0.3519645742119824,0.19163251105360543,0.2547535663550553,0.1746936851220056,0.14488791300354248,0.22631674313746802,0.11705193731081186,0.3302259659226313,0.13543697059154564,0.36535058533253373,0.17139624845621615,0.14895576646114592,0.24001706223366165,1.0,0.1210442282093738
XOM,0.20020636891265542,0.16747449536668368,0.08476931619824432,0.11793010410524843,0.09469949075181522,0.3816180567337232,0.4011732336598288,0.10666737073834455,0.12166134385385169,0.23135061511360247,0.8529740966503977,0.1030937518003089,0.1660226629479431,0.12789595324496184,0.3421719106690377,0.18161842543700693,0.06787240038405473,0.2544205638212163,0.07352500820570525,0.1547554218023921,0.07279819583913535,0.08323435164632352,0.14739066668050838,0.14408769628330625,0.0828024671909734,0.08809231447739042,0.09560951418090828,0.23808875927614367,0.1210442282093738,1.0
